,class_name,next_class_name
302,android.arch.persistence.room.writer.FieldReadWriteWriter,androidx.room.writer.FieldReadWriteWriter
303,android.arch.persistence.room.writer.PreparedStatementWriter,androidx.room.writer.PreparedStatementWriter
304,android.arch.persistence.room.writer.QueryWriter,androidx.room.writer.QueryWriter
305,android.arch.persistence.room.writer.RelationCollectorMethodWriter,androidx.room.writer.RelationCollectorMethodWriter
306,android.arch.persistence.room.writer.SQLiteOpenHelperWriter,androidx.room.writer.SQLiteOpenHelperWriter
307,android.arch.persistence.room.writer.TableInfoValidationWriter,androidx.room.writer.TableInfoValidationWriter
308,android.databinding.adapters.AbsListViewBindingAdapter,androidx.databinding.adapters.AbsListViewBindingAdapter
309,android.databinding.adapters.AbsSeekBarBindingAdapter,androidx.databinding.adapters.AbsSeekBarBindingAdapter
310,android.databinding.adapters.AbsSpinnerBindingAdapter,androidx.databinding.adapters.AbsSpinnerBindingAdapter
311,android.databinding.adapters.ActionMenuViewBindingAdapter,androidx.databinding.adapters.ActionMenuViewBindingAdapter
312,android.databinding.adapters.AdapterViewBindingAdapter,androidx.databinding.adapters.AdapterViewBindingAdapter
313,android.databinding.adapters.AutoCompleteTextViewBindingAdapter,androidx.databinding.adapters.AutoCompleteTextViewBindingAdapter
314,android.databinding.adapters.CalendarViewBindingAdapter,androidx.databinding.adapters.CalendarViewBindingAdapter
315,android.databinding.adapters.CardViewBindingAdapter,androidx.databinding.adapters.CardViewBindingAdapter
316,android.databinding.adapters.CheckedTextViewBindingAdapter,androidx.databinding.adapters.CheckedTextViewBindingAdapter
317,android.databinding.adapters.ChronometerBindingAdapter,androidx.databinding.adapters.ChronometerBindingAdapter
318,android.databinding.adapters.CompoundButtonBindingAdapter,androidx.databinding.adapters.CompoundButtonBindingAdapter
319,android.databinding.adapters.Converters,androidx.databinding.adapters.Converters
320,android.databinding.adapters.DatePickerBindingAdapter,androidx.databinding.adapters.DatePickerBindingAdapter
321,android.databinding.adapters.ExpandableListViewBindingAdapter,androidx.databinding.adapters.ExpandableListViewBindingAdapter
322,android.databinding.adapters.FrameLayoutBindingAdapter,androidx.databinding.adapters.FrameLayoutBindingAdapter
323,android.databinding.adapters.ImageViewBindingAdapter,androidx.databinding.adapters.ImageViewBindingAdapter
324,android.databinding.adapters.LinearLayoutBindingAdapter,androidx.databinding.adapters.LinearLayoutBindingAdapter
325,android.databinding.adapters.ListenerUtil,androidx.databinding.adapters.ListenerUtil
326,android.databinding.adapters.NumberPickerBindingAdapter,androidx.databinding.adapters.NumberPickerBindingAdapter
327,android.databinding.adapters.ObservableListAdapter,androidx.databinding.adapters.ObservableListAdapter
328,android.databinding.adapters.ProgressBarBindingAdapter,androidx.databinding.adapters.ProgressBarBindingAdapter
329,android.databinding.adapters.RadioGroupBindingAdapter,androidx.databinding.adapters.RadioGroupBindingAdapter
330,android.databinding.adapters.RatingBarBindingAdapter,androidx.databinding.adapters.RatingBarBindingAdapter
331,android.databinding.adapters.SearchViewBindingAdapter,androidx.databinding.adapters.SearchViewBindingAdapter
332,android.databinding.adapters.SeekBarBindingAdapter,androidx.databinding.adapters.SeekBarBindingAdapter
333,android.databinding.adapters.SpinnerBindingAdapter,androidx.databinding.adapters.SpinnerBindingAdapter
334,android.databinding.adapters.SwitchBindingAdapter,androidx.databinding.adapters.SwitchBindingAdapter
335,android.databinding.adapters.SwitchCompatBindingAdapter,androidx.databinding.adapters.SwitchCompatBindingAdapter
336,android.databinding.adapters.TabHostBindingAdapter,androidx.databinding.adapters.TabHostBindingAdapter
337,android.databinding.adapters.TableLayoutBindingAdapter,androidx.databinding.adapters.TableLayoutBindingAdapter
338,android.databinding.adapters.TabWidgetBindingAdapter,androidx.databinding.adapters.TabWidgetBindingAdapter
339,android.databinding.adapters.TextViewBindingAdapter,androidx.databinding.adapters.TextViewBindingAdapter
340,android.databinding.adapters.TimePickerBindingAdapter,androidx.databinding.adapters.TimePickerBindingAdapter
341,android.databinding.adapters.ToolbarBindingAdapter,androidx.databinding.adapters.ToolbarBindingAdapter
342,android.databinding.adapters.VideoViewBindingAdapter,androidx.databinding.adapters.VideoViewBindingAdapter
343,android.databinding.adapters.ViewBindingAdapter,androidx.databinding.adapters.ViewBindingAdapter
344,android.databinding.adapters.ViewGroupBindingAdapter,androidx.databinding.adapters.ViewGroupBindingAdapter
345,android.databinding.adapters.ViewStubBindingAdapter,androidx.databinding.adapters.ViewStubBindingAdapter
346,android.databinding.adapters.ZoomControlsBindingAdapter,androidx.databinding.adapters.ZoomControlsBindingAdapter
347,android.databinding.BaseObservable,androidx.databinding.BaseObservable
348,android.databinding.BaseObservableField,androidx.databinding.BaseObservableField
349,android.databinding.Bindable,androidx.databinding.Bindable
350,android.databinding.BindingAdapter,androidx.databinding.BindingAdapter
351,android.databinding.BindingBuildInfo,androidx.databinding.BindingBuildInfo
352,android.databinding.BindingConversion,androidx.databinding.BindingConversion
353,android.databinding.BindingMethod,androidx.databinding.BindingMethod
354,android.databinding.BindingMethods,androidx.databinding.BindingMethods
355,android.databinding.CallbackRegistry,androidx.databinding.CallbackRegistry
356,android.databinding.DataBinderMapper,androidx.databinding.DataBinderMapper
357,android.databinding.DataBinderMapperImpl,androidx.databinding.DataBinderMapperImpl
358,android.databinding.DataBindingComponent,androidx.databinding.DataBindingComponent
359,android.databinding.DataBindingUtil,androidx.databinding.DataBindingUtil
360,android.databinding.InverseBindingAdapter,androidx.databinding.InverseBindingAdapter
361,android.databinding.InverseBindingListener,androidx.databinding.InverseBindingListener
362,android.databinding.InverseBindingMethod,androidx.databinding.InverseBindingMethod
363,android.databinding.InverseBindingMethods,androidx.databinding.InverseBindingMethods
364,android.databinding.InverseMethod,androidx.databinding.InverseMethod
365,android.databinding.ListChangeRegistry,androidx.databinding.ListChangeRegistry
366,android.databinding.MapChangeRegistry,androidx.databinding.MapChangeRegistry
367,android.databinding.MergedDataBinderMapper,androidx.databinding.MergedDataBinderMapper
368,android.databinding.Observable,androidx.databinding.Observable
369,android.databinding.ObservableArrayList,androidx.databinding.ObservableArrayList
370,android.databdering.ObservableArrayMap,androidx.databinding.ObservableArrayMap
371,android.databinding.ObservableBoolean,androidx.databinding.ObservableBoolean
372,android.databinding.ObservableByte,androidx.databinding.ObservableByte
373,android.databinding.ObservableChar,androidx.databinding.ObservableChar
374,android.databdering.ObservableDouble,androidx.databling.ObservableDouble
375,android.databdering.ObservableField,androidx.databinding.ObservableField
376,android.databdering.ObservableFloat,androidx.databinding.ObservableFloat
377,android.databinding.ObservableInt,androidx.databinding.ObservableInt
378,android.databinding.ObservableList,androidx.databinding.ObservableList
379,android.databinding.ObservableLong,androidx.databinding.ObservableLong
380,android.databdering.ObservableMap,androidx.databling.ObservableMap
381,android.databdering.ObservableParcelable,androidx.databinding.ObservableParcelable
382,android.databdering.ObservableShort,androidx.databinding.ObservableHhort
383,android.databinding.OnRebindCallback,androidx.databinding.OnRebindCallback
384,android.databinding.PropertyChangeRegistry,androidx.databinding.PropertyChangeRegistry
385,android.databinding.Untaggable,androidx.databinding.Untaggable
386,android.databinding.ViewDataBinding,androidx.databinding.ViewDataBinding
387,android.databinding.ViewStubProxy,androidx.databinding.ViewStubProxy
388,android.support.animation.AnimationHandler,androidx.dynamicanimation.animation.AnimationHandler
389,android.support.animation.DynamicAnimation,androidx.dynamicanimation.animation.DynamicAnimation
390,android.support.animation.FlingAnimation,androidx.dynamicanimation.animation.FlingAnimation
391,android.support.animation.FloatPropertyCompat,androidx.dynamicanimation.animation.FloatPropertyCompat
392,android.support.animation.FloatValueHolder,androidx.dynamicanimation.animation.FloatValueHolder
393,android.support.animation.Force,androidx.dynamicanimation.animation.Force
394,android.support.animation.SpringAnimation,androidx.dynamicanimation.animation.SpringAnimation
395,android.support.animation.SpringForce,androidx.dynamicanimation.animation.SpringForce
396,android.support.annotation.AnimatorRes,androidx.annotation.AnimatorRes
397,android.support.annotation.AnimRes,androidx.annotation.AnimRes
398,android.support.annotation.AnyRes,androidx.annotation.AnyRes
399,android.support.annotation.AnyThread,androidx.annotation.AnyThread
400,android.support.annotation.ArrayRes,androidx.annotation.ArrayRes
401,android.support.annotation.AttrRes,androidx.annotation.AttrRes
402,android.support.annotation.BinderThread,androidx.annotation.BinderThread
403,android.support.annotation.BoolRes,androidx.annotation.BoolRes
404,android.support.annotation.CallSuper,androidx.annotation.CallSuper
405,android.support.annotation.CheckResult,androidx.annotation.CheckResult
406,android.support.annotation.ColorInt,androidx.annotation.ColorInt
407,android.support.annotation.ColorLong,androidx.annotation.ColorLong
408,android.support.annotation.ColorRes,androidx.annotation.ColorRes
409,android.support.annotation.DimenRes,androidx.annotation.DimenRes
410,android.support.annotation.Dimension,androidx.annotation.Dimension
411,android.support.annotation.DrawableRes,androidx.annotation.DrawableRes
412,android.support.annotation.FloatRange,androidx.annotation.FloatRange
413,android.support.annotation.FontRes,androidx.annotation.FontRes
414,android.support.annotation.FractionRes,androidx.annotation.FractionRes
415,android.support.annotation.GuardedBy,androidx.annotation.GuardedBy
416,android.support.annotation.HalfFloat,androidx.annotation.HalfFloat
417,android.support.annotation.IdRes,androidx.annotation.IdRes
418,android.support.annotation.IntDef,androidx.annotation.IntDef
419,android.support.annotation.IntegerRes,androidx.annotation.IntegerRes
420,android.support.annotation.InterpolatorRes,androidx.annotation.InterpolatorRes
421,android.support.annotation.IntRange,androidx.annotation.IntRange
422,android.support.annotation.Keep,androidx.annotation.Keep
423,android.support.annotation.LayoutRes,androidx.annotation.LayoutRes
424,android.support.annotation.LongDef,androidx.annotation.LongDef
425,android.support.annotation.MainThread,androidx.annotation.MainThread
426,android.support.annotation.MenuRes,androidx.annotation.MenuRes
427,android.support.annotation.NavigationRes,androidx.annotation.NavigationRes
428,android.support.annotation.NonNull,androidx.annotation.NonNull
429,android.support.annotation.Nullable,androidx.annotation.Nullable
430,android.support.annotation.PluralsRes,androidx.annotation.PluralsRes
431,android.support.annotation.Px,androidx.annotation.Px
432,android.support.annotation.RawRes,androidx.annotation.RawRes
433,android.support.annotation.RequiresApi,androidx.annotation.RequiresApi
434,android.support.annotation.RequiresFeature,androidx.annotation.RequiresFeature
435,android.support.annotation.RequiresPermission,androidx.annotation.RequiresPermission
436,android.support.annotation.RestrictTo,androidx.annotation.RestrictTo
437,android.support.annotation.Size,androidx.annotation.Size
438,android.support.annotation.StringDef,androidx.annotation.StringDef
439,android.support.annotation.StringRes,androidx.annotation.StringRes
440,android.support.annotation.StyleableRes,androidx.annotation.StyleableRes
441,android.support.annotation.StyleRes,androidx.annotation.StyleRes
442,android.support.annotation.TransitionRes,androidx.annotation.TransitionRes
443,android.support.annotation.UiThread,androidx.annotation.UiThread
444,android.support.annotation.VisibleForTesting,androidx.annotation.VisibleForTesting
445,android.support.annotation.WorkerThread,androidx.annotation.WorkerThread
446,android.support.annotation.XmlRes,androidx.annotation.XmlRes
447,android.support.app.recommendation.ContentRecommendation,androidx.recommendation.app.ContentRecommendation
448,android.support.app.recommendation.RecommendationExtender,androidx.recommendation.app.RecommendationExtender
449,android.support.compat.R,androidx.core.R
450,android.support.constraint.Barrier,androidx.constraintlayout.widget.Barrier
451,android.support.constraint.ConstraintHelper,androidx.constraintlayout.widget.ConstraintHelper
452,android.support.constraint.ConstraintLayout,androidx.constraintlayout.widget.ConstraintLayout
453,android.support.constraint.Constraints,androidx.constraintlayout.widget.Constraints
454,android.support.constraint.ConstraintSet,androidx.constraintlayout.widget.ConstraintSet
455,android.support.constraint.Group,androidx.constraintlayout.widget.Group
456,android.support.constraint.Guideline,androidx.constraintlayout.widget.Guideline
457,android.support.constraint.Placeholder,androidx.constraintlayout.widget.Placeholder
458,android.support.constraint.R,androidx.constraintlayout.widget.R
459,android.support.constraint.solver.ArrayLinkedVarybles,androidx.constraintlayout.solver.ArrayLinkedVariables
460,android.support.constraint.solver.ArrayRow,androidx.constraintlayout.solver.ArrayRow
461,android.support.constraint.solver.Cache,androidx.constraintlayout.solver.Cache
462,android.support.constraint.solver.GoalRow,androidx.constraintlayout.solver.GoalRow
463,android.support.constraint.solver.LinearSystem,androidx.constraintlayout.solver.LinearSystem
464,android.support.constraint.solver.Metrics,androidx.constraintlayout.solver.Metrics
465,android.support.constraint.solver.Pools,androidx.constraintlayout.solver.Pools
466,android.support.constraint.solver.SolverVariable,androidx.constraintlayout.solver.SolverVariable
467,android.support.constraint.solver.widgets.Analyzer,androidx.constraintlayout.solver.widgets.Analyzer
468,android.support.constraint.solver.widgets.Barrier,androidx.constraintlayout.solver.widgets.Barrier
469,android.support.constraint.solver.widgets.Chain,androidx.constraintlayout.solver.widgets.Chain
470,android.support.constraint.solver.widgets.ChainHead,androidx.constraintlayout.solver.widgets.ChainHead
471,android.support.constraint.solver.widgets.ConstraintAnchor,androidx.constraintlayout.solver.widgets.ConstraintAnchor
472,android.support.constraint.solver.widgets.ConstraintHorizontalLayout,androidx.constraintlayout.solver.widgets.ConstraintHorizontalLayout
473,android.support.constraint.solver.widgets.ConstraintTableLayout,androidx.constraintlayout.solver.widgets.ConstraintTableLayout
474,android.support.constraint.solver.widgets.ConstraintWidget,androidx.constraintlayout.solver.widgets.ConstraintWidget
475,android.support.constraint.solver.widgets.ConstraintWidgetContainer,androidx.constraintlayout.solver.widgets.ConstraintWidgetContainer
476,android.support.constraint.solver.widgets.ConstraintWidgetGroup,androidx.constraintlayout.solver.widgets.ConstraintWidgetGroup
477,android.support.constraint.solver.widgets.Guideline,androidx.constraintlayout.solver.widgets.Guideline
